SaleID,price
200000,1328.7374
200001,1909.1262
200002,8741.335
200003,1000.8983
200004,1992.4623
200005,1013.49695
200006,460.46216
200007,3159.816
200008,9232.277
200009,622.92285
200010,634.0583
200011,2658.0571
200012,5505.0522
200013,7524.993
200014,1283.4093
200015,258.45862
200016,1733.8323
200017,8531.985
200018,6714.3926
200019,822.0634
200020,24833.43
200021,7549.591
200022,2007.6494
200023,1604.0569
200024,692.534
200025,7049.5005
200026,450.19125
200027,12553.738
200028,3927.0872
200029,7865.85
200030,17414.137
200031,13378.42
200032,587.2811
200033,14404.137
200034,884.12463
200035,2008.769
200036,14565.391
200037,5898.062
200038,1584.4133
200039,392.5359
200040,558.73456
200041,27314.5
200042,456.97415
200043,7854.452
200044,17769.066
200045,527.574
200046,16729.258
200047,17899.404
200048,2177.3218
200049,3056.1917
200050,461.85504
200051,4606.305
200052,2319.4905
200053,481.04846
200054,13956.0625
200055,10927.095
200056,7527.22
200057,3195.0764
200058,953.0706
200059,5143.1567
200060,8472.721
200061,1175.8805
200062,5515.172
200063,8384.905
200064,1320.6837
200065,1553.6127
200066,470.3936
200067,11317.791
200068,192.8914
200069,17726.549
200070,8912.608
200071,622.265
200072,6707.244
200073,18323.406
200074,4429.023
200075,17379.57
200076,3141.7725
200077,273.578
200078,386.93164
200079,2872.3206
200080,3041.639
200081,2007.1656
200082,4693.907
200083,384.34738
200084,1224.2483
200085,1602.0037
200086,6996.1113
200087,3404.0815
200088,2509.691
200089,41457.91
200090,2302.9573
200091,267.94693
200092,1297.3407
200093,16446.832
200094,6338.4673
200095,6193.9478
200096,2286.361
200097,1245.0093
200098,431.86777
200099,22109.965
200100,21042.895
200101,7325.5996
200102,1854.5513
200103,10757.746
200104,5456.0767
200105,4113.2275
200106,8697.614
200107,2053.7
200108,14973.386
200109,8181.3105
200110,922.59076
200111,1855.4086
200112,1785.4897
200113,605.3389
200114,2303.4365
200115,1330.4132
200116,14521.977
200117,16811.436
200118,63307.035
200119,201.09349
200120,2922.1628
200121,2478.3547
200122,679.6617
200123,2523.5347
200124,56716.39
200125,878.9097
200126,2961.146
200127,16137.917
200128,1597.1252
200129,6263.326
200130,3868.716
200131,2545.45
200132,1366.4103
200133,2770.6528
200134,1289.8579
200135,3059.5923
200136,3998.331
200137,948.6886
200138,9934.382
200139,6420.628
200140,2853.522
200141,1484.0753
200142,5976.285
200143,10219.697
200144,1316.1163
200145,6431.796
200146,2603.5867
200147,4479.946
200148,2950.6123
200149,177.31693
200150,11195.151
200151,5351.544
200152,702.39856
200153,498.8386
200154,7091.8438
200155,3066.9004
200156,16673.195
200157,7798.3774
200158,10003.532
200159,4692.622
200160,6079.341
200161,7280.1167
200162,6479.4717
200163,1129.5066
200164,16199.952
200165,13986.086
200166,23541.904
200167,3856.778
200168,36844.914
200169,637.7244
200170,2524.4182
200171,8563.152
200172,1957.4597
200173,36216.188
200174,596.74713
200175,2346.8557
200176,8506.661
200177,6099.539
200178,5343.3125
200179,3376.9622
200180,931.33954
200181,21461.918
200182,4611.682
200183,1250.613
200184,2440.6575
200185,4365.698
200186,3646.9285
200187,7441.7964
200188,10737.097
200189,12245.514
200190,4163.4805
200191,2352.0032
200192,976.33887
200193,4393.5317
200194,7466.0293
200195,2594.488
200196,830.7838
200197,22868.865
200198,1252.3639
200199,4781.5566
200200,697.7166
200201,7847.9917
200202,2069.2297
200203,1558.9498
200204,8138.9565
200205,5368.6343
200206,920.6212
200207,4830.8657
200208,5862.412
200209,1572.723
200210,14225.04
200211,5198.4595
200212,7599.7124
200213,9230.87
200214,19381.02
200215,7742.179
200216,3358.4424
200217,1247.4471
200218,10190.22
200219,1202.227
200220,2759.1582
200221,8238.247
200222,2222.4673
200223,599.6963
200224,12291.689
200225,3182.8423
200226,1222.0887
200227,8613.367
200228,226.06589
200229,7418.155
200230,8725.053
200231,4930.4434
200232,981.9775
200233,8007.8467
200234,434.83347
200235,8412.674
200236,14269.279
200237,4906.9775
200238,6893.6553
200239,8414.161
200240,25073.678
200241,10455.703
200242,4307.283
200243,2517.6577
200244,6688.987
200245,3954.907
200246,4188.4033
200247,970.823
200248,335.8119
200249,10037.609
200250,32686.334
200251,10382.881
200252,691.9416
200253,4991.6587
200254,10309.776
200255,8092.4937
200256,2804.4453
200257,8905.285
200258,2893.969
200259,8178.931
200260,1562.1423
200261,3731.448
200262,2570.091
200263,8737.448
200264,7131.507
200265,5374.827
200266,1298.5629
200267,15056.527
200268,7313.176
200269,3897.1733
200270,8698.826
200271,3065.9724
200272,4560.06
200273,17449.398
200274,487.34146
200275,13673.376
200276,2479.332
200277,3078.246
200278,1702.5868
200279,9237.862
200280,2739.2764
200281,771.63
200282,12889.252
200283,6556.219
200284,426.68097
200285,5173.167
200286,3319.9238
200287,12236.653
200288,12257.343
200289,3301.1572
200290,7099.768
200291,9394.006
200292,2781.9485
200293,8670.283
200294,6078.3394
200295,3086.3088
200296,2818.4856
200297,7414.0405
200298,1353.1439
200299,4831.963
200300,5151.034
200301,5975.627
200302,1509.5103
200303,5942.0557
200304,2253.1892
200305,4305.659
200306,1538.0889
200307,14860.684
200308,1364.3668
200309,1180.6917
200310,1086.0171
200311,1030.9634
200312,10377.988
200313,1669.0168
200314,4429.409
200315,1099.0652
200316,39029.21
200317,2597.394
200318,461.54465
200319,10228.294
200320,3713.0024
200321,29257.73
200322,15341.305
200323,1399.8851
200324,24513.705
200325,5427.435
200326,2798.487
200327,27714.352
200328,626.01196
200329,7837.709
200330,1862.3383
200331,1513.5707
200332,10821.827
200333,1223.9858
200334,591.7811
200335,1538.0281
200336,1357.4329
200337,1132.4993
200338,1968.1292
200339,13990.815
200340,28816.549
200341,2846.4219
200342,6599.306
200343,1696.1412
200344,5455.9155
200345,6582.316
200346,1214.3018
200347,11063.831
200348,9342.52
200349,723.9385
200350,9233.552
200351,2343.541
200352,820.8819
200353,1697.5292
200354,3261.624
200355,802.7105
200356,3749.6995
200357,2028.1606
200358,3067.957
200359,8502.235
200360,16262.618
200361,1804.3779
200362,1978.1262
200363,1370.1548
200364,7646.8516
200365,11279.706
200366,1014.3879
200367,6089.652
200368,5896.7993
200369,5477.0054
200370,946.2895
200371,10939.268
200372,1420.6764
200373,1229.8618
200374,1150.0598
200375,1291.0604
200376,2603.5383
200377,1883.2544
200378,1480.5731
200379,1839.9731
200380,725.9712
200381,4038.1648
200382,34690.387
200383,2012.3075
200384,2773.572
200385,827.2762
200386,1146.8671
200387,4227.935
200388,7171.5376
200389,7824.331
200390,375.308
200391,3298.5144
200392,1088.9537
200393,2964.0305
200394,3825.904
200395,94.82089
200396,2275.9414
200397,1070.3644
200398,2250.836
200399,753.0465
200400,2153.841
200401,4360.721
200402,1242.8263
200403,4149.9688
200404,702.6983
200405,722.60565
200406,2147.014
200407,1537.5155
200408,6889.287
200409,11593.232
200410,9400.904
200411,1458.2698
200412,20074.824
200413,11248.817
200414,4470.679
200415,8928.116
200416,8112.6416
200417,1692.1749
200418,1082.7607
200419,19279.123
200420,19318.96
200421,1549.0298
200422,1523.7388
200423,1024.8904
200424,49554.39
200425,8972.526
200426,3912.2085
200427,18688.99
200428,1219.6254
200429,3813.859
200430,5543.2046
200431,2959.4766
200432,3999.279
200433,16647.576
200434,671.013
200435,5134.0444
200436,10259.234
200437,920.19543
200438,237.65587
200439,1188.4543
200440,1324.2848
200441,1039.3221
200442,1106.8422
200443,6008.3413
200444,1208.5503
200445,2992.7925
200446,3355.678
200447,7721.0215
200448,12900.277
200449,1201.9683
200450,2632.6365
200451,1049.8401
200452,3070.1057
200453,3286.8044
200454,1473.1696
200455,9042.448
200456,1185.9841
200457,1368.0089
200458,741.27185
200459,3943.5203
200460,3092.0889
200461,3633.6274
200462,7080.1387
200463,8519.181
200464,1253.5216
200465,10162.581
200466,2292.8372
200467,2785.7874
200468,2061.907
200469,198.99257
200470,9387.222
200471,395.2318
200472,10002.202
200473,51023.07
200474,1514.3184
200475,3825.2932
200476,12685.456
200477,5352.5215
200478,4718.365
200479,1147.3278
200480,6322.3926
200481,1698.9855
200482,1482.2975
200483,2753.1912
200484,2374.8315
200485,4407.2017
200486,5484.457
200487,9036.272
200488,1128.1053
200489,5747.597
200490,8827.151
