SaleID,price
200000,1100.0
200001,1850.0
200002,8600.0
200003,1500.0
200004,2200.0
200005,800.0
200006,949.0
200007,2699.0
200008,11999.0
200009,600.0
200010,650.0
200011,2699.0
200012,6290.0
200013,6500.0
200014,2300.0
200015,250.0
200016,1850.0
200017,8600.0
200018,5300.0
200019,1000.0
200020,25900.0
200021,6500.0
200022,2300.0
200023,1499.0
200024,1100.0
200025,7750.0
200026,650.0
200027,15525.0
200028,4500.0
200029,8000.0
200030,17990.0
200031,9500.0
200032,550.0
200033,13799.5
200034,650.0
200035,1499.0
200036,17999.0
200037,3899.0
200038,1850.0
200039,250.0
200040,800.0
200041,17700.0
200042,949.0
200043,5300.0
200044,17990.0
200045,949.0
200046,16500.0
200047,15000.0
200048,2300.0
200049,2699.0
200050,650.0
200051,5400.0
200052,2900.0
200053,500.0
200054,13350.0
200055,8894.0
200056,7900.0
200057,2650.0
200058,1300.0
200059,5400.0
200060,7750.0
200061,1500.0
200062,4999.0
200063,8900.0
200064,1850.0
200065,1850.0
200066,600.0
200067,9800.0
200068,200.0
200069,17990.0
200070,6500.0
200071,200.0
200072,6500.0
200073,18799.0
200074,4999.0
200075,11999.0
200076,2699.0
200077,600.0
200078,250.0
200079,2300.0
200080,3482.5
200081,1850.0
200082,4200.0
200083,500.0
200084,1499.0
200085,1770.0
200086,8000.0
200087,4250.0
200088,2300.0
200089,41400.0
200090,3200.0
200091,200.0
200092,1972.5
200093,15525.0
200094,8000.0
200095,6500.0
200096,2300.0
200097,949.0
200098,600.0
200099,17950.0
200100,21900.0
200101,8450.0
200102,1499.0
200103,9500.0
200104,5950.0
200105,3560.0
200106,11474.5
200107,2500.0
200108,13999.0
200109,8450.0
200110,650.0
200111,1499.0
200112,1850.0
200113,1100.0
200114,2300.0
200115,949.0
200116,11500.0
200117,11999.0
200118,42994.5
200119,250.0
200120,3390.0
200121,3560.0
200122,1000.0
200123,2450.0
200124,42994.5
200125,550.0
200126,3482.5
200127,13399.5
200128,1500.0
200129,6500.0
200130,4500.0
200131,2699.0
200132,1300.0
200133,2300.0
200134,949.0
200135,2500.0
200136,3800.0
200137,1500.0
200138,9500.0
200139,6800.0
200140,2500.0
200141,1499.0
200142,4999.0
200143,3999.0
200144,1100.0
200145,4750.0
200146,2300.0
200147,3000.0
200148,2699.0
200149,200.0
200150,11500.0
200151,3800.0
200152,550.0
200153,500.0
200154,5300.0
200155,2300.0
200156,15525.0
200157,10000.0
200158,13500.0
200159,2300.0
200160,5300.0
200161,6290.0
200162,5999.0
200163,600.0
200164,17999.0
200165,13500.0
200166,21600.0
200167,4250.0
200168,30490.0
200169,949.0
200170,2300.0
200171,6500.0
200172,2650.0
200173,26200.0
200174,600.0
200175,2100.0
200176,5400.0
200177,5400.0
200178,6500.0
200179,2900.0
200180,949.0
200181,17700.0
200182,4200.0
200183,1450.0
200184,2100.0
200185,2699.0
200186,3560.0
200187,8500.0
200188,9800.0
200189,11000.0
200190,4750.0
200191,2699.0
200192,1000.0
200193,3900.0
200194,7900.0
200195,2650.0
200196,800.0
200197,20900.0
200198,1100.0
200199,3560.0
200200,800.0
200201,9500.0
200202,1850.0
200203,1499.0
200204,8450.0
200205,5400.0
200206,650.0
200207,2450.0
200208,5300.0
200209,1400.0
200210,13399.5
200211,5300.0
200212,7750.0
200213,8499.0
200214,17999.0
200215,5300.0
200216,3800.0
200217,1100.0
200218,12250.0
200219,949.0
200220,2200.0
200221,5950.0
200222,2699.0
200223,650.0
200224,17990.0
200225,4250.0
200226,1499.0
200227,6500.0
200228,250.0
200229,6500.0
200230,7900.0
200231,3899.0
200232,950.0
200233,8600.0
200234,900.0
200235,5300.0
200236,19200.0
200237,3560.0
200238,7950.0
200239,7900.0
200240,20900.0
200241,13990.0
200242,3482.5
200243,2699.0
200244,6794.5
200245,6500.0
200246,4500.0
200247,1300.0
200248,1100.0
200249,11000.0
200250,23400.0
200251,10850.0
200252,650.0
200253,11000.0
200254,10900.0
200255,5400.0
200256,2595.0
200257,8900.0
200258,3999.0
200259,8000.0
200260,1499.0
200261,5300.0
200262,2300.0
200263,9500.0
200264,5300.0
200265,5799.5
200266,1000.0
200267,13399.5
200268,7950.0
200269,4250.0
200270,11999.0
200271,2450.0
200272,2699.0
200273,11474.5
200274,800.0
200275,13799.5
200276,1300.0
200277,2300.0
200278,949.0
200279,10850.0
200280,2699.0
200281,1100.0
200282,9900.0
200283,5950.0
200284,800.0
200285,4999.0
200286,1400.0
200287,10130.5
200288,15500.0
200289,3899.0
200290,4999.0
200291,10850.0
200292,2900.0
200293,8500.0
200294,5999.0
200295,1300.0
200296,2450.0
200297,8500.0
200298,1499.0
200299,5300.0
200300,4999.0
200301,4750.0
200302,1499.0
200303,9500.0
200304,2300.0
200305,4500.0
200306,1850.0
200307,14499.0
200308,1300.0
200309,1000.0
200310,949.0
200311,1400.0
200312,9500.0
200313,1850.0
200314,4000.0
200315,650.0
200316,34500.0
200317,2699.0
200318,949.0
200319,8450.0
200320,2750.0
200321,20900.0
200322,7950.0
200323,1500.0
200324,16500.0
200325,7925.0
200326,2100.0
200327,13999.0
200328,950.0
200329,8450.0
200330,1500.0
200331,1499.0
200332,10850.0
200333,900.0
200334,1100.0
200335,1300.0
200336,1500.0
200337,1000.0
200338,2699.0
200339,13399.5
200340,23400.0
200341,2699.0
