SaleID,price
200000,1256.9299695505351
200001,1996.2917291717638
200002,8604.104487932611
200003,1116.8245206877978
200004,1948.8884226360326
200005,1112.6992526408694
200006,481.92646742427314
200007,3162.635039034999
200008,10989.876688884126
200009,589.4846978635337
200010,663.2676429558364
200011,2480.4089778163743
200012,6098.71054752624
200013,7464.806882426391
200014,1373.3737390793679
200015,257.05744554756075
200016,1762.8868513056652
200017,8380.650964369815
200018,6956.889398747653
200019,785.3313965231491
200020,24356.780411602354
200021,7759.345549868913
200022,2001.733341146198
200023,1531.3174726709633
200024,822.8476406172076
200025,7847.477386121619
200026,536.1040118206047
200027,12341.559269393656
200028,4029.444927052879
200029,8132.1231198320465
200030,18555.659958681696
200031,12863.727694675748
200032,607.6219853153129
200033,14457.169785762333
200034,918.1640805480938
200035,2020.885466564716
200036,14003.8756358277
200037,6081.988482623494
200038,1561.8688972807483
200039,360.94772499619376
200040,600.478557570264
200041,25691.41805521908
200042,454.77372318039033
200043,7043.183831951277
200044,19289.232895085857
200045,489.01991479699745
200046,15619.701130294428
200047,17305.68272899658
200048,2122.438821920685
200049,3457.6574723904255
200050,491.8352617076239
200051,4493.616735101049
200052,2682.596954379962
200053,482.7256371381068
200054,13719.85860073219
200055,10896.358283429203
200056,8019.6866465099465
200057,3300.118914119176
200058,897.3492310487791
200059,5181.041405800438
200060,8637.002113571021
200061,1101.8808855515417
200062,5526.637022937672
200063,8169.931063812617
200064,1247.5241470727426
200065,1675.607611879159
200066,481.6423657604878
200067,9691.58336754208
200068,200.6084175130386
200069,17979.958711711166
200070,9197.170244870813
200071,299.8145464672648
200072,6730.76440843712
200073,16904.2398727227
200074,4326.94143888721
200075,17296.532976472008
200076,3124.6968941611203
200077,252.57301442793369
200078,354.8534014583511
200079,2958.998645653261
200080,3106.6642058768007
200081,2140.1168396645658
200082,4229.948787662535
200083,416.3071821690355
200084,1236.4032935486352
200085,1599.42133127685
200086,6814.086789955378
200087,3379.15856242257
200088,2726.2573254966765
200089,41370.95169769484
200090,2498.8391503698895
200091,217.13294103489625
200092,1375.3275840067743
200093,15943.062062593785
200094,6527.811481161594
200095,5928.956720857579
200096,2447.9184217459106
200097,1174.600172432858
200098,438.6554862680282
200099,21569.998576759153
200100,20852.256625998
200101,7025.901720482809
200102,1825.4222310609657
200103,10985.929210523882
200104,5514.780606680073
200105,4371.888711434041
200106,8136.901808622751
200107,1863.8152091108568
200108,14757.214327128415
200109,7760.799154548169
200110,936.4633537812597
200111,1954.7750370162378
200112,1824.5864471378547
200113,624.6344317000617
200114,2249.8022226560697
200115,1239.6185765582632
200116,14107.025375039011
200117,16858.900062370973
200118,51970.641005986276
200119,209.43764745718363
200120,2967.364388076742
200121,2519.3326970096723
200122,690.1181893240496
200123,2434.7206025219525
200124,54978.53685971578
200125,805.4052686904761
200126,2943.969269642523
200127,15975.924077029547
200128,1627.9294150264668
200129,5905.4137968219675
200130,3882.3274219709365
200131,2434.345725349681
200132,1437.4110358750775
200133,2765.4837811544894
200134,1358.0469817032774
200135,2878.343652894958
200136,3964.6991553999337
200137,885.8857123163375
200138,10008.12804854288
200139,6297.908036393324
200140,2784.2556025053755
200141,1526.532410914267
200142,5746.179419678265
200143,8403.20282588076
200144,1280.2429321108093
200145,6394.622777855428
200146,2625.2166084547725
200147,4539.502955924864
200148,2881.55658475137
200149,186.9123237504
200150,10961.127646491506
200151,5014.866282297558
200152,614.2106946277013
200153,489.21525418144984
200154,7879.906425489374
200155,3214.464040168348
200156,16608.0229439136
200157,7897.289206221399
200158,10015.331121866378
200159,1235.4039210749618
200160,7130.917822271866
200161,7391.4439122592175
200162,6566.956695484964
200163,966.639377458926
200164,16245.95621602052
200165,15478.781160402668
200166,22800.571115861956
200167,3832.656334376014
200168,39901.77308817902
200169,684.2842973932607
200170,2502.66662629287
200171,8637.10955329674
200172,1864.7848168974672
200173,35658.145581410376
200174,900.5649423464192
200175,2473.8290552056947
200176,7844.552670437765
200177,6093.024023738675
200178,4968.351182923169
200179,3599.87908286156
200180,905.4704144016341
200181,19299.383115480086
200182,4146.039916726779
200183,1316.018546045035
200184,2121.0422554108172
200185,4304.731006182508
200186,3316.0145168676913
200187,7627.565082601213
200188,11214.7859861945
200189,11166.065156514978
200190,4253.563457381702
200191,3059.1790925038667
200192,1023.3330183431585
200193,4743.115315204121
200194,7042.457515743867
200195,2320.8894844535344
200196,817.3829059953528
200197,22075.74562497403
200198,1181.008477256822
200199,4492.190900379188
200200,665.7278261910433
200201,8038.160448685023
200202,2026.0122656652024
200203,1548.5847671396339
200204,8179.166107321281
200205,5337.631788686998
200206,902.9577020298225
200207,4600.0669067344115
200208,5799.413093322699
200209,1789.5521768995338
200210,14116.427286721932
200211,5644.911542259762
200212,7599.436548325499
200213,8824.093007197054
200214,18695.318089844877
200215,6589.394798310383
200216,3299.063724360566
200217,1187.6418458036178
200218,10040.054466339141
200219,1269.9367077648471
200220,2752.099821076631
200221,7936.261928141458
200222,2177.9236201335334
200223,686.2976905321348
200224,11940.608110382487
200225,3320.780909771995
200226,1178.0319950669495
200227,9110.838293041277
200228,213.79226311514913
200229,7547.748227231412
200230,10309.978464975273
200231,5004.3886274349325
200232,930.4251968646217
200233,8100.8738027868985
200234,401.0036705886141
200235,8464.044116115478
200236,13825.0571106584
200237,4846.995254202417
200238,6889.372939053372
200239,8628.126104227556
200240,25110.725068759413
200241,10475.883006049855
200242,3904.1124312696593
200243,3149.279124914601
200244,6574.823659727206
200245,3930.470708223551
200246,4372.848944821317
200247,1139.0175980407494
200248,281.6543305714008
200249,10097.366223607696
200250,29226.5737782178
200251,10208.813003818279
200252,721.0202129457602
200253,10437.483200602881
200254,10709.185967309095
200255,6971.819240211164
200256,2673.888737969237
200257,9829.814622492759
200258,3313.323097076483
200259,7888.955090690498
200260,1412.1870224416389
200261,4069.5153195932326
200262,2614.46352049023
200263,8735.018918499023
200264,7233.674205328349
200265,5739.634245755077
200266,1214.4586761888445
200267,14548.29842568285
200268,5963.201519966255
200269,3870.1756942215384
200270,8669.56522219576
200271,2911.798717615655
200272,4196.4457001084775
200273,17629.14628576883
200274,485.254361588301
200275,13823.69499532628
200276,2401.78729395179
200277,3019.3430683028337
200278,1647.461463516412
200279,8104.058911491497
200280,2854.9752274566904
200281,814.1796257702458
200282,12591.743994070883
200283,5957.251670976964
200284,414.1019084614795
200285,5237.759399680954
200286,3403.273854170945
200287,11957.560218395764
200288,12326.172509081165
200289,3171.1333255072655
200290,6954.641699081559
200291,8457.365469977203
200292,3007.402876480889
200293,9253.237708390156
200294,6169.348342970512
200295,2715.0890314062353
200296,2946.6257608368487
200297,7539.695429985854
200298,1412.055059550649
200299,4762.326708560484
200300,5309.037860741013
200301,5086.242607963267
200302,1495.2513773148994
200303,6307.490427729704
200304,2484.075480866657
200305,4176.115714534595
200306,1582.912150186098
200307,14664.244373986558
200308,1361.1945868721587
200309,1157.3197317178333
200310,1087.4848469941912
200311,1154.2429556093957
200312,11850.066522755644
200313,1717.2189622148687
200314,4000.552096236813
200315,782.8809216554018
200316,37987.6771105621
200317,2432.8923247413913
200318,394.91904889929856
200319,10241.188654862834
200320,3498.776391472271
200321,27969.805871404955
200322,15353.426952195197
200323,1339.7235013517468
200324,24472.85412908975
200325,5899.757048163537
200326,2351.576911956592
200327,27934.795124186643
200328,845.669013239275
200329,8159.967375403139
200330,1917.7484620537273
200331,1486.694847867653
200332,12958.625792731955
200333,1202.2134024090146
200334,508.524353769596
200335,1434.9452725240133
200336,1394.8278179520903
200337,1491.1228382252382
200338,1997.3340547170226
200339,14008.399007631293
200340,29297.939313537558
200341,1907.1191660422385
200342,6414.7850185210555
200343,1669.5870739705279
200344,5668.417258305334
200345,6648.849728597454
200346,1171.952778316716
200347,11204.389735291936
200348,9475.500683512671
200349,727.2996330193446
200350,9454.896865609317
200351,2425.061614603889
200352,762.6582900781937
200353,1719.9550982778699
200354,3721.9971801964966
200355,759.6122487624239
200356,4577.832697851038
200357,2158.90005628816
200358,3026.438060555208
200359,8112.187505379596
200360,16037.203158755996
200361,1805.9558169610273
200362,1970.855087613868
200363,1169.7786788216245
200364,7938.91807516272
200365,10206.567176601116
200366,988.1451919581023
200367,6381.822032670676
200368,6155.7994089679105
200369,5499.560392507271
200370,1011.8998536509944
200371,10347.640914415224
200372,1223.0200917471807
200373,1182.4060513048553
200374,914.3673856159717
200375,1239.5357419694683
200376,2618.5675040949404
200377,1786.2381730007628
200378,1436.7613586942769
200379,1776.3941519794648
200380,767.9044538025169
200381,3912.444047310596
200382,33563.696043257674
200383,1971.376247100258
200384,2795.0163690583786
200385,790.5847630350322
200386,1113.2996945592058
200387,3912.4914452321077
200388,7647.4681403019795
200389,7291.42499894882
200390,364.4126336950253
200391,3295.449413508848
200392,1015.342877746029
200393,2901.520273678182
200394,4039.372275956968
200395,17.140575872754198
200396,2656.688029406307
200397,1015.9287105103872
200398,2251.8860548468974
200399,707.5144125982779
200400,2143.411618322308
200401,5152.370683666788
200402,1484.2944482805283
200403,3770.75731606684
200404,658.436896494773
200405,716.3962659392682
200406,2541.9426574257977
200407,1559.603041873731
200408,6567.478454344953
200409,10486.628497781283
200410,7917.420872308359
200411,1456.291244312195
200412,20303.681875596467
200413,11148.950595944636
200414,4609.721683705207
200415,9533.00464145387
200416,8068.340129908656
200417,1759.8861234619594
200418,1130.16253966144
200419,18516.217518895057
200420,19716.158040869454
200421,1130.6750480296455
200422,1563.805249263108
200423,1013.1807949124536
200424,52309.732475175006
200425,9160.209425328321
200426,3822.6065849729794
200427,19205.014433823704
200428,1152.0974177141734
200429,4159.141865424682
200430,4302.191137665646
200431,2737.579803859851
200432,3988.978279034389
200433,16074.48744435519
200434,651.2722695439038
200435,5074.8114500199645
200436,10263.44661588583
200437,783.5976125106176
200438,197.9702407198115
200439,1089.0270195510457
200440,1440.1659035089733
200441,1039.3435948127303
200442,1188.452137135825
200443,6015.113605918454
200444,1204.6911857746884
200445,3019.6774122332854
200446,3345.182428321808
200447,7204.128105088752
200448,13759.059977300454
200449,1215.1187610223499
200450,2705.85101540591
200451,986.0356283698593
200452,3269.693308780484
200453,3190.7739117346496
200454,1378.8166854392205
200455,8282.614700181111
200456,1202.1695706873288
200457,1330.722251478096
200458,746.8627329628716
200459,3876.930558198009
200460,3045.6550876915007
200461,3493.8692207517106
200462,6181.363714352545
200463,8583.055624516775
200464,1133.8590733534252
200465,9833.266565321595
200466,2295.052217355008
200467,2695.575192253738
200468,2157.037538494995
200469,190.62227385900087
200470,9500.873129129537
200471,391.77749433436156
200472,9360.275298817474
200473,45476.86431941307
200474,1560.019256208348
200475,4022.0389573901543
200476,12173.613897374045
200477,5019.681204162911
200478,4828.159485977296
200479,1084.1826184634415
200480,5921.770776574584
200481,1729.6056850338564
200482,1499.256528278803
200483,2502.590038358618
200484,2424.8897095497487
200485,4757.421409185565
200486,5327.331177911005
200487,9097.846595148278
200488,865.9982307812661
200489,5850.705729581092
